FID,x,y,NASIS_Pedo,overstory,undrstry,Overstory,UnderstoryConifer,Oi_cm,Oe_cm,Oa_cm,O_sumthk,epipedon,spod_inten,subgroup,soil_order,tex_fam,drain_cl,series,taxon_type,slope_perc,surf_tex,stoniness,depth_clas,depth_to_r,depth_cm,aspect_deg,hillsl_pos,slope_shp,tip_mnd,mu_sym,area_sym,rainfall_i,bedrock_ge,compnum,aachn,dem10m,downslpgra,eastness,greenrefl,landsatb1,landsatb2,landsatb3,landsatb7,maxc100,maxent,minc100,mirref,ndvi,northeastn,northness,northwestn,planc100,proc100,protection,relpos11,slp50,solar,tanc75
97,-79.724548,38.664708,FS09WV075001,PIAB (plantation),--,Hardwood,n,3,0,4,7,ochric,0,typic,ultisol,l-sk,mwd,Snowdog,taxadjunct,38,grl,ns,vd,61,165,254,footslope,lc,2,MfF,WV075,53,Dch,9,8.8391104,1037.219971,46.9356003,-0.886717,0.0406591,0.0758507,0.049198,0.0267631,0.0152148,0.0176387,48.9009018,-0.187711,0,0.732347,-0.953909,-0.462312,0.300095,-0.026831,-0.114109,0.180041,0.279002,23.8059006,1428590,0.0178338
98,-79.72469,38.66517, ,PIAB (plantation),--,Hardwood,n,1,0,2,3,ochric,2,--,spodosol,l-sk,wd,Wildell,series,43,sil,ns,md,200,77,280,backslope,vv,2,MfF,WV075,53,Dch,3,12.0895996,1041.920044,36.0531998,-0.894758,0.0073724,0.0726255,0.051021,0.0317938,0.0259057,0.152244,79.8363037,-0.0020973,0,0.707973,-0.94845,-0.446552,0.316926,0.155809,-0.0006504,0.174807,0.319614,30.0443001,1408320,-0.0266999
99,-79.625166,38.669191,11WV083SKBMOV017,"PRSE2,FAGR,ACSA3",ACPE,Hardwood,n,1,2,15,18,folistic,2,ultic,spodosol,fl,mwd,Wildell,taxadjunct,23,sil,ns,md,43,76,330,backslope,--,0,BgC,WV603,53,Dch,3,33.924099,1202.699951,43.6027985,-0.628663,0.0868905,0.0726255,0.0564901,0.0334708,0.040873,0.0146183,13.6335001,-0.0159016,0.121711,0.829736,0.105365,0.777678,0.994434,-0.0129262,0.0104963,0.11496,0.4995,23.3367996,1270420,0.0005611
100,-79.616756,38.669473,11WV083SKBMOV016,--,PIRU,Hardwood,y,1,0,3,4,ochric,1,spodic,inceptisol,fl,mwd,Leatherbark,taxadjunct,20,sil,ns,md,20,90,--,backslope,--,0,BgC,WV603,53,Dch,7,16.4873009,1174.349976,53.4286995,-0.157049,0,0.0694003,0.052844,0.0301169,0.0280439,0.195941,2.7263999,-0.0644917,0.0045889,0.827276,0.587277,0.987591,0.809386,0.0157627,-0.0038468,0.0951097,0.508387,19.3295994,1282500,-0.0196771
101,-79.734099,38.686764,FS09WV083001,"TSCA,PIRU,FAGR",--,Mixed,n,8,10,5,23,folistic,2,--,spodosol,l-sk,wd,Wildell,taxadjunct,21,cnxsl,ns,d,200,127,240,backslope,--,2,DbE,WV603,55,Dhs,3,23.6187,1127.540039,48.6637001,0.493115,0.0018246,0.0694003,0.049198,0.0301169,0.0259057,0.207879,54.6761017,0.126176,0,0.810539,0.963842,0.869964,0.266474,0.21031,0.115764,0.122257,0.487794,21.1445999,1290180,-0.0603897
102,-79.790278,38.691667,10WV075SLRSP003,TSCA,--,Conifer,n,1,2,0,3,ochric,0,typic,inceptisol,l-sk,wd,Mandy,series,37,cnl,ns,md,200,83,158,backslope,ll,0,MfE,WV075,53,Dhs,4,4.4169898,927.5599976,100.7109985,0.372561,0.0887398,0.0758507,0.0656054,0.0401785,0.053702,-0.0567006,28.4794998,-0.502645,0.201961,0.798745,-0.392757,-0.928008,-0.919642,-0.0554478,-0.421117,0.14393,0.172995,14.5560999,1436510,0.0109244
103,-79.791033,38.692163,10WV075SLRSP001,"TSCA,PIRU,PRSE2,ACSA3",RHODO,Mixed,n,2,0,0,2,ochric,2,--,spodosol,l-sk,wd,Wildell,series,55,cnl,st,md,200,56,--,shoulder,vv,2,MfE,WV075,53,Dhs,3,22.5153008,945.0479736,37.5168991,-0.998128,0.0665487,0.0758507,0.052844,0.0351477,0.0237675,1.0707,34.0657997,0.131883,0.0154336,0.689223,-0.749028,-0.0611524,0.662539,0.712571,0.47777,0.129028,0.720497,13.2811003,1323230,-0.0883154
104,-79.772551,38.695211,10WV075SLROV007,"FAGR,MAAC,ACSA3,PRSE2","FAGR,ACSP2",Hardwood,n,2,4,4,10,ochric,2,--,spodosol,fl,wd,Wildell,taxadjunct,25,cnsil,ns,d,200,102,--,backslope,ll,0,MfE,WV075,53,Dch,3,56.9286995,1023.190002,38.5064011,-0.552824,0.122026,0.0710129,0.0601362,0.0385015,0.053702,-0.131126,7.9475999,-0.565873,0.141231,0.791148,0.19832,0.833298,0.980137,-0.429597,-0.237187,0.16105,0.416018,26.9339008,1219940,0.138628
105,-79.784934,38.695823,10WV075SLRSP002,"TSCA,ACSA3,BEALA,MAFR","PIRU,FAGR,BEALA",Mixed,y,9,0,0,6,ochric,0.5,typic,inceptisol,cl,wd,Mandy,taxadjunct,39,cnsil,stv,d,200,117,1,backslope,vv,0,MfF,WV075,53,Dhs,4,22.3547001,952.5469971,17.4752998,-0.349013,0.0092217,0.0758507,0.052844,0.0301169,0.0323202,0.267424,33.4754982,0.0866067,0,0.747634,0.415848,0.937118,0.909434,0.192634,0.142366,0.223735,0.45929,50.7790985,916288,-0.0908903
106,-79.766246,38.6968,10WV075SLROV013,"PRSE2,FAGR,PRSE2",FAGR,Hardwood,n,4,0,0,4,ochric,2,--,spodosol,fl,wd,Wildell,taxadjunct,45,sil,ns,d,200,104,--,backslope,ll,0,MfF,WV075,53,Dch,3,37.0433006,998.8889771,23.2262993,-0.506509,0.0702472,0.0758507,0.0546671,0.0317938,0.0387348,0.332664,32.3927994,0.147523,0.0674878,0.781927,0.251531,0.862235,0.967849,0.352628,0.170918,0.162264,0.554338,42.8860016,1054440,-0.152332
107,-79.769158,38.697023,10WV075SLRSP008,"PIRU,FAGR,TSCA,PRSE2","PIRU,FAGR",Mixed,y,2,4,4,10,ochric,2,--,spodosol,fl,wd,Wildell,taxadjunct,23,cnsil,ns,vd,200,160,--,backslope,cc,2,MfF,WV075,53,Dch,3,0.682983,956.8289795,74.1420975,-0.133486,0.0406591,0.0758507,0.0546671,0.0368246,0.0344584,-0.0640025,39.0098,-0.170676,0.0241093,0.720515,0.606385,0.991051,0.795171,-0.11154,-0.0863119,0.167044,0.224943,12.9320002,1272640,0.0130284
108,-79.775447,38.700664,10WV075SLROV016,"PRSE2,ACSA3,BEALA","FAGR,PIRU",Hardwood,y,2,2,6,10,ochric,2,--,spodosol,l-sk,wd,Wildell,series,20,grvl,stv,vd,200,160,--,backslope,cc,0,MfF,WV075,53,Dhs,3,0,983.8779907,84.356102,0.999545,0.0850413,0.0758507,0.0583132,0.0301169,0.0558402,-0.0278273,15.6588001,-1.42767,0.158583,0.812044,0.685463,-0.0301566,-0.728108,-0.590174,-0.566567,0.21644,0.284635,17.4776993,1319030,0.135098
109,-79.784056,38.703167,10WV075SLRSP004,"PIRU,TSCA,BEALA,PRSE2",PIRU,Mixed,y,2,1,7,10,ochric,2,--,spodosol,l-sk,wd,Wildell,series,22,l,ns,md,200,93,265,backslope,lv,2,MfE,WV075,55,Dhs,3,17.6228008,947.434021,29.9109993,-0.427728,0.0147695,0.0742381,0.0583132,0.0351477,0.0430111,0.801854,43.8627014,0.244311,0.0457985,0.767681,-0.941607,-0.903908,-0.336713,0.761734,0.257686,0.113363,0.594945,20.7220993,1459240,-0.196052
110,-79.782334,38.704139,10WV075SLROV017,"BEALA,PIRU,ACSA3","ACSA3,PIRU",Mixed,y,1,0,0,1,ochric,1,spodic,ultisol,fl,wd,Snowdog,taxadjunct,17,cnsil,stv,vd,76,160,125,backslope,cc,0,MfF,WV075,55,Dhs,9,13.8128004,950.5089722,40.175499,0.706791,0.146067,0.0758507,0.0583132,0.0351477,0.0558402,-0.0513527,4.7217999,-0.551993,0.208468,0.805355,-0.000444,-0.707422,-1,-0.391162,-0.0983808,0.195393,0.424151,30.1980991,1486850,0.146815
111,-79.752944,38.707722,10WV075SLROV001,"FAGR,PRSE2,FRAM2,ACSA3",FAGR,Hardwood,n,2,0,0,2,ochric,0,typic,inceptisol,cl,wd,Mandy,taxadjunct,22,cnsil,ns,md,200,58,26,backslope,vv,0,MfF,WV075,53,Dch,4,58.0700989,1071.920044,41.3264999,-0.746118,0.0406591,0.0710129,0.0601362,0.0401785,0.053702,0.495912,22.4094009,0.0737183,0.126049,0.772647,-0.998387,-0.665814,0.0567798,0.334802,0.219385,0.0966149,0.554548,20.5137005,1475730,-0.0916264
112,-79.751583,38.708389,10WV075SLROV008,"FAGR,MAAC,ACSA3",FAGR,Hardwood,n,2,0,0,2,ochric,0,typic,inceptisol,cl,wd,Snowdog,taxadjunct,34,cnsil,stv,vd,76,160,198,backslope,lv,0,MfE,WV075,53,Dch,9,70.9638977,1089.680054,28.4771004,-0.104752,0.025865,0.0790758,0.0601362,0.0317938,0.0558402,-0.104076,20.7940006,-0.192508,0.195454,0.805083,-0.777286,-0.994498,-0.629148,-0.168255,-0.121386,0.139489,0.537198,36.8772011,1547320,0.0672021
113,-79.778583,38.709027,10WV075SLRSP009,"PIRU,TSCA,BEALA","FAGR,PIRU,TSCA",Mixed,y,2,5,6,13,ochric,2,--,spodosol,l-sk,wd,Wildell,series,27,cnl,stv,md,200,95,22,backslope,cc,2,MfF,WV075,55,Dhs,3,0,936.315979,20,-0.806602,0.140519,0.0758507,0.0601362,0.0317938,0.040873,-0.0770853,25.191,-0.407014,0.191116,0.79105,-0.152392,0.591094,0.98832,-0.0935087,-0.348703,0.123124,0.0830684,9.4602098,1348000,0.0153968
114,-79.770889,38.710833,10WV075SLROV019,"PRSE2,BEALA,ACSA3","ACPE,TSCA",Hardwood,y,2,0,0,2,ochric,1,spodic,ultisol,fl,wd,Kinzua,series,44,cnsil,stv,d,200,103,5,backslope,lv,0,MfF,WV075,53,Dhs,6,16.1282997,969.5369873,24.8062,0.654668,0.0425083,0.0758507,0.0564901,0.0301169,0.040873,0.138772,2.2665,-0.192615,0.0870081,0.806939,0.997434,0.755916,0.0715945,0.0178424,-0.115657,0.207238,0.316926,41.3362999,1127110,-0.0431118
115,-79.739016,38.710641,10WV075SLROV005,"FAGR,PRSE2,BEALA,ACSA3","FAGR,MAFR",Hardwood,n,2,5,9,16,folistic,2,--,spodosol,l-sk,wd,Wildell,series,40,grvsil,stx,d,200,115,8,backslope,vv,0,MfF,WV075,55,Dhs,3,35.4945984,1113.880005,28.0552006,-0.170152,0.0092217,0.0726255,0.052844,0.0301169,0.0365966,0.132936,22.3374004,-0.0501968,0.0501364,0.790393,0.576475,0.985418,0.817114,0.146602,-0.0182866,0.158137,0.524589,38.0373001,1093100,-0.0586823
116,-79.773404,38.711319,10WV075SLROV006,"TSCA,BEALA,PRSE2","PIRU,FAGR,ACSA3",Mixed,y,1,3,5,9,ochric,2,--,spodosol,cl,wd,Wildell,taxadjunct,40,cnsil,stv,md,200,80,24,backslope,ll,1,MfF,WV075,53,Dhs,3,22.9389,967.4660034,26.9351997,-0.461246,0.0536039,0.0806884,0.0564901,0.0351477,0.0365966,0.200113,10.0916004,0.111892,0.0566431,0.772229,0.301241,0.887272,0.953548,0.210357,0.123418,0.144702,0.445817,36.4009018,1128270,-0.0823753
117,-79.772667,38.711527,10WV075SLRSP010,"PIRU,TSCA,FAGR,BEALA","FAGR,BEALA",Mixed,n,2,16,9,27,folistic,2,--,spodosol,l-sk,wd,Wildell,series,41,cnl,stv,md,200,76,35,backslope,ll,2,MfF,WV075,53,Dhs,3,16.3617001,961.7819824,29.2924004,0.0398151,0.0147695,0.0742381,0.0564901,0.0334708,0.0365966,0.172374,2.5216,-0.139808,0.0132646,0.771738,0.734699,0.999207,0.678393,0.195824,-0.144284,0.162173,0.346178,36.1924019,1101070,-0.0766642
118,-79.741666,38.711472,10WV075SLROV014,"BEALA,MAFR,PRSE2",PIRU,Hardwood,y,2,0,8,10,ochric,2,--,spodosol,cl,wd,Wildell,taxadjunct,40,sil,ns,md,200,79,19,backslope,ll,0,MfF,WV075,55,Dch,3,45.5153008,1099.150024,20.5321999,-0.0388094,0.0221665,0.0726255,0.0583132,0.0317938,0.0323202,0.34802,3.1719,0.195519,0.0197714,0.797817,0.679127,0.999247,0.73402,0.289304,0.304175,0.139694,0.633286,41.9667015,1071440,-0.101934
119,-79.738943,38.712338,10WV075SLROV015,"FAGR,BELE,ACSA3",ACPE,Hardwood,n,3,0,0,3,ochric,0,typic,ultisol,fl,wd,Carrollton,series,38,cnvsil,stv,md,200,73,247,backslope,ll,0,MfF,WV075,55,Dch,2,12.0565004,1087.560059,29.4685001,-0.899983,0.273666,0.0790758,0.0710745,0.0519169,0.0879129,0.0503825,40.4942017,-0.0970097,0.397164,0.707509,-0.944631,-0.435925,0.328134,-0.0132284,-0.0206776,0.177111,0.440729,35.4916992,1441240,0.0019774
120,-79.770913,38.713206,10WV075SLRSP005,"PIRU,TSCA,BEALA",PIRU,Mixed,y,2,3,11,16,folistic,2,--,spodosol,cl,wd,Wildell,taxadjunct,26,cnsil,ns,md,200,68,315,backslope,vv,0,MfF,WV075,53,Dch,3,9.7349195,959.1439819,48.0783997,-0.93275,0,0.0694003,0.052844,0.0368246,0.0301821,0.104415,23.4314995,-0.0955963,0,0.711348,-0.404631,0.360523,0.91448,0.0750728,-0.0803946,0.149227,0.330462,23.8754005,1293180,-0.0178197
121,-79.753681,38.713168,12WV075SLR021,"FAGR, ACRU, PIRU","PIRU, FAGR",Mixed,y,3,2,5,10,ochric,2,--,spodosol,l-sk,wd,Wildell,series,6,sil,ns,md,200,76,352,summit,vl,2,MfF,WV075,55,Dch,3,12.1170998,1019.190002,75.6921005,0.980639,0.0499054,0.0742381,0.0564901,0.0334708,0.0430111,-0.376767,33.0139008,-0.687484,0.104359,0.814351,0.831887,0.195825,-0.554946,-0.56192,-0.476878,0.236703,0.264792,27.8950005,1287910,0.131198
122,-79.77,38.714139,10WV075SLRSP007,"PIRU,TSCA,BEALA",PIRU,Mixed,y,3,6,5,14,ochric,2,--,spodosol,fl,wd,Wildell,taxadjunct,38,cnsil,ns,md,200,80,332,backslope,vv,1,MfF,WV075,53,Dhs,3,10.7137003,961.6450195,27.9032001,-0.792292,0.0739457,0.0742381,0.051021,0.0267631,0.0237675,0.0710092,54.7765999,-0.040764,0.0978527,0.765229,-0.128804,0.610143,0.99167,0.0726878,-0.104162,0.174164,0.298579,35.8704987,1152610,-0.0103993
123,-79.754571,38.714077,12WV075SLR022,"FAGR, ACRU, PRSE2","PIRU,ACSP2",Hardwood,y,3,6,0,6,ochric,1.5,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,6,sil,ns,md,200,76,328,summit,vl,2,MfE,WV075,55,Dch,4,47.6386986,1047.73999,47.5946007,0.868631,0,0.0710129,0.051021,0.0301169,0.040873,0.578603,49.3322983,-0.0213517,0,0.743982,0.263875,-0.495459,-0.964557,0.398342,0.0827514,0.134342,0.490763,11.8516998,1429010,-0.0407909
124,-79.752161,38.714649,10WV075SLRSP006,"PIRU,TSCA,BEALA,ACRU","PIRU,TSCA",Mixed,y,3,5,15,23,folistic,2,--,spodosol,fl,wd,Wildell,taxadjunct,38,sil,ns,md,200,98,312,backslope,vv,2,MfF,WV075,55,Dch,3,6.8362398,1007.25,76.3571014,-0.736508,0.075795,0.0758507,0.052844,0.0301169,0.0323202,0.320244,47.0730019,-0.254157,0.0523053,0.753219,-0.0424875,0.676429,0.999097,0.314031,-0.2923,0.175673,0.262266,22.1497993,1242720,-0.0724189
125,-79.752155,38.714672,S12WV075005,"PIRU,TSCA,PRSE2,MAFR,ACRU,BELE",--,Mixed,n,6,7,10,23,folistic,2,--,spodosol,l-sk,wd,Wildell,series,32,sil,st,md,200,98,296,backslope,ll,2,MfF,WV075,55,Dch,3,6.8362398,1007.25,76.3571014,-0.736508,0.075795,0.0758507,0.052844,0.0301169,0.0323202,0.320244,47.0730019,-0.254157,0.0523053,0.753219,-0.0424875,0.676429,0.999097,0.314031,-0.2923,0.175673,0.262266,22.1497993,1242720,-0.0724189
126,-79.729694,38.71475,11WV083MMBMOV001,"PRSE2,BEALA,ACRU,ACSA3","ACPE,FAGR",Hardwood,n,0,0,0,0,ochric,0,typic,ultisol,fl,mwd,Frewsburg,taxadjunct,3,sil,ns,d,31,109,--,summit,ll,0,BgC,WV603,55,Dhs,7,60.0847015,1147.859985,150.9989929,-0.49421,0.0406591,0.0726255,0.0564901,0.0351477,0.0494257,0.0819402,40.5666008,0.0272076,0.0805013,0.76962,-0.964176,-0.869343,-0.265262,0.0580993,0.0474775,0.0136597,0.886311,3.0067401,1433710,-0.0020296
127,-79.764848,38.715303,10WV075SLROV009,"PRSE2,BEALA,FRAM2","ACSA3,ACPE,BEALA",Hardwood,n,2,0,0,2,ochric,0.5,typic,inceptisol,cl,wd,Mandy,taxadjunct,21,l,stv,md,200,96,31,backslope,lv,0,MfE,WV075,53,Dhs,4,42.8144989,1027.170044,56.7268982,-0.774908,0.068398,0.0726255,0.049198,0.0334708,0.0430111,-0.1224,11.9769001,-0.744388,0.117373,0.801096,-0.101004,0.632074,0.994886,-0.553069,-0.17576,0.142168,0.430299,17.5729008,1328880,0.124015
128,-79.754874,38.7152,12WV075SLR023,"FAGR, ACRU, PRSE2","PIRU,ACSP2",Hardwood,y,3,7,0,10,ochric,1.5,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,30,sil,ns,md,200,76,14,backslope,ll,2,MfE,WV075,55,Dch,4,26.9775009,1021.77002,32.3880997,0.77808,0.0018246,0.0742381,0.0564901,0.0334708,0.0558402,-0.176055,14.0656996,-1.00223,0.0848392,0.79059,0.994366,0.628165,-0.106005,-0.772557,-0.239935,0.224928,0.387543,34.7967987,1212430,0.312182
129,-79.744472,38.716556,10WV075SLROV010,"BEALA,BELE,PRSE2,ACSA3","BEALA,ACSA3",Hardwood,n,2,0,0,2,ochric,0,typic,inceptisol,l-sk,wd,Mandy,series,45,sil,ns,md,200,77,9,backslope,ll,0,MfF,WV075,55,Dch,4,33.7136002,1075.560059,26.5207005,0.860956,0.122026,0.0742381,0.0656054,0.0351477,0.0686693,0.0742311,13.2629995,-0.42288,0.167258,0.803973,0.2491,-0.508679,-0.968478,-0.288811,0.040328,0.208556,0.532298,37.2913017,1387250,0.0895367
130,-79.740293,38.717016,S12WV075004,"PRSE2,MAFR,ACRU,BELE,FAGR","ACRU,FAGR",Hardwood,n,1,4,3,8,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,31,cnsil,ns,md,200,97,290,backslope,ll,1,MfF,WV075,55,Dch,4,72.9717026,1127.560059,29.8027992,-0.952119,0.0813428,0.0726255,0.0583132,0.0351477,0.0494257,0.229433,16.0723991,0.0628321,0.100022,0.773511,-0.889435,-0.305729,0.457062,0.105565,0.217214,0.124646,0.634052,32.4020004,1392520,-0.0417267
131,-79.76249,38.717437,10WV075SLROV002,BELE,"FAGR,BELE,PIRU",Hardwood,y,2,0,0,2,ochric,1,spodic,ultisol,fl,wd,Carrollton,series,22,sil,ns,md,200,78,33,backslope,lv,0,MfE,WV075,53,Dhs,2,56.4706001,1038.819946,40.653801,-0.785647,0.190449,0.0726255,0.0583132,0.0301169,0.0494257,0.163761,13.2580996,0.0119269,0.288718,0.777062,-0.993006,-0.618675,0.118063,0.0147572,0.169206,0.101235,0.626466,20.8052006,1463510,-0.0028364
132,-79.747586,38.717341,10WV075SLROV020,"BEALA,PRSE2",BEALA,Hardwood,n,2,0,0,2,ochric,0,typic,ultisol,fl,wd,Snowdog,taxadjunct,33,sil,ns,vd,76,160,137,footslope,cl,0,MfF,WV075,55,Dch,9,0.699707,1040.300049,66.4484024,-0.694512,0.0646994,0.0742381,0.0637823,0.0401785,0.0579784,-0.199263,9.6744003,-1.4319299,0.1434,0.796145,-0.999844,-0.719481,-0.0176592,-1.1984299,-0.233432,0.242614,0.275559,18.8402996,1339080,0.259547
133,-79.725056,38.721972,11WV083MMBMOV002,"ACSA3,MAFR,PRSE2,ACRU","FAGR,ACSP2",Hardwood,n,2,0,4,6,ochric,0,typic,ultisol,fl,wd,Carrollton,series,6,sil,st,md,200,85,36,summit,vv,0,BgC,WV603,55,Dhs,2,65.3061981,1152.780029,87.669899,-0.0826477,0.101685,0.0726255,0.0601362,0.0368246,0.0494257,0.274713,46.3903008,-0.131914,0.160752,0.757939,0.646242,0.996579,0.763132,0.26619,-0.0541175,0.0346165,0.883595,6.00598,1373210,-0.0074049
134,-79.61655,38.722192,12WV083SKLDM003,"BELE,ACRU,FAGR,PRSE2","BELE,ACRU,ACPS2",Hardwood,n,6,4,6,16,folistic,2,--,spodosol,l-sk,wd,Wildell,series,23,cnxl,rb,md,200,90,312,backslope,vv,2,DrE,WV603,53,Dhs,3,46.5719986,1091.609985,39.4548988,-0.498502,0.0203172,0.0726255,0.0546671,0.0351477,0.040873,0.125256,15.2280998,-0.0512077,0.0154336,0.834773,0.260483,0.866889,0.965478,-0.0390339,0.130818,0.100396,0.593227,23.2003994,1246970,0.0094631
135,-79.761298,38.726062,10WV075SLROV011,"FAGR,PRSE2,ACSA3,BEALA","TSCA,FAGR",Hardwood,y,1,3,0,4,ochric,1,spodic,inceptisol,cl,wd,Kinzua,taxadjunct,15,sil,stv,d,200,112,--,backslope,ll,0,MfF,WV075,55,Dhs,6,1.37067,998.9359741,132.4259949,0.121309,0.0776443,0.082301,0.0637823,0.0368246,0.0515639,0.0029614,22.7280998,-1.21912,0.167258,0.803892,-0.616104,-0.992615,-0.787665,-0.993619,-0.052558,0.191889,0.210228,7.9507198,1364600,0.0780979
136,-79.739278,38.727417,12WV083BMSMT030,"ACRU,PRSE2,BELE,FAGR,MAFR","FAGR,ACRU,ACPE",Hardwood,n,1,2,0,3,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,0,cnsil,ns,md,200,70,--,shoulder,--,2,BgC,WV603,55,Dch,4,62.0129013,1093.170044,64.6807022,-0.30577,0.033262,0.0742381,0.0619593,0.0368246,0.0515639,0.453135,21.8969994,0.0602918,0.0674878,0.807802,-0.889451,-0.952105,-0.457031,0.442429,0.068781,0.042579,0.793719,10.0560999,1464230,-0.0425485
137,-79.76077,38.727746,10WV075SLROV003,"PRSE2,ACSA3,FAGR,BEALA","FAGR,PIRU",Hardwood,y,3,1,0,4,ochric,2,--,spodosol,cl,wd,Wildell,taxadjunct,27,cnsil,ns,vd,200,160,--,backslope,vv,0,MfF,WV075,55,Dhs,3,2.38623,1012.190002,44.1421013,-0.989754,0.23668,0.0774633,0.0619593,0.0368246,0.0494257,0.0390159,9.6309004,-0.655151,0.308238,0.815171,-0.598902,0.142784,0.800822,-0.083208,-0.627044,0.173425,0.268924,22.1252003,1347460,0.0228988
138,-79.724416,38.727861,12WV083BMSMT016,"PRSE2,FAGR,ACRU,BELE",FAGR,Hardwood,n,2,0,0,2,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,21,sil,ns,md,200,72,6,shoulder,vv,1,BgC,WV603,55,Dch,4,73.9059982,1148.560059,39.1803017,-0.0411397,0.0646994,0.0726255,0.0583132,0.0334708,0.0451493,0.649751,7.5205002,0.155905,0.089177,0.765779,0.677414,0.999153,0.735602,0.542909,0.274776,0.0698475,0.80793,19.118,1243350,-0.108184
139,-79.76206,38.728952,10WV075SLROV018,"PRSE2,FAGR,BEALA,ACSA3","PIRU,FAGR",Hardwood,y,1,1,0,2,ochric,0,typic,inceptisol,fl,wd,Snowdog,series,20,l,ns,vd,76,160,--,backslope,cc,0,MfF,WV075,55,Dhs,9,20.8467007,1029.910034,93.6158981,0.832577,0.0961368,0.0726255,0.0546671,0.0368246,0.0451493,-0.181915,11.3746996,-0.631321,0.121711,0.773128,0.980394,0.55391,-0.197046,-0.380654,-0.413259,0.167315,0.487432,22.4074993,1286030,0.0613697
140,-79.729639,38.729167,12WV083BMSMT002,"ACRU,PRSE2,FAGR",FAGR,Hardwood,n,3,3,0,6,ochric,0,aquic,inceptisol,fl,swp,Leatherbark,taxadjunct,6,sil,ns,md,20,55,--,summit,lc,1,BgC,WV603,55,Dch,7,50.7755013,1118.449951,46.4723015,-0.242021,0.0739457,0.0758507,0.0564901,0.0334708,0.0430111,0.586922,24.8421993,0.0783276,0.115204,0.796477,-0.857218,-0.970271,-0.514954,0.440605,0.250203,0.0563428,0.804165,12.5721998,1483370,-0.0476566
141,-79.739194,38.7295,12WV083BMSMT026,"PRSE2,ACRU,ACSA3, FRAM2","ACSA3, ACRU,FAGR",Hardwood,n,1,0,0,1,ochric,0,typic,inceptisol,cl,mwd,Simoda,taxadjunct,5,sil,ns,md,43,70,--,summit,ll,0,BgC,WV603,55,Dch,8,73.6936035,1102.119995,79.7347031,0.870881,0.0369606,0.0742381,0.0546671,0.0334708,0.0494257,0.521284,17.9804001,0.116504,0.100022,0.786491,0.963345,0.491494,-0.268266,0.349215,0.285432,0.0197454,0.968755,3.27193,1424310,-0.0089291
142,-79.744583,38.729722,12WV083BMSMT025,"ACRU,PRSE2","FAGR,ACRU",Hardwood,n,0,2,6,8,ochric,2,--,spodosol,l-sk,wd,Wildell,series,0,cnvsil,ns,md,200,55,--,summit,--,2,BgC,WV603,55,Dch,3,72.4922028,1079.969971,38.274601,-0.380585,0.0129202,0.0758507,0.0619593,0.0351477,0.0558402,0.738774,21.5746994,-0.0982596,0.0544742,0.820539,-0.923007,-0.924746,-0.384783,0.0647333,0.54953,0.0580393,0.846101,15.6229,1488200,-0.0018024
143,-79.756324,38.730104,10WV075SLROV004,"PRSE2,ACSA3,FAGR,BEALA",FAGR,Hardwood,n,1,2,0,3,ochric,0,typic,inceptisol,cl,wd,Mandy,taxadjunct,30,sil,ns,md,200,70,--,backslope,vv,0,MfE,WV075,55,Dhs,4,56.7601013,1075.76001,70.9468994,-0.970181,0.0610009,0.0742381,0.0619593,0.0385015,0.0494257,0.210248,12.5235996,0.0395529,0.0956838,0.797242,-0.857413,-0.24238,0.51463,0.181542,0.0709435,0.0429569,0.642457,9.3910198,1437610,-0.0189826
144,-79.723612,38.729833,12WV083BMSMT032,"PRSE2,ACRU,MAAC,","ACSA3,ACRU,FAGR,PIRU",Hardwood,y,1,2,0,3,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,7,cnsil,ns,sh,200,48,--,summit,ll,1,BgC,WV603,55,Dch,4,66.8367996,1129.329956,69.2228012,-0.970122,0.129423,0.0742381,0.0601362,0.0334708,0.0472875,0.289785,36.6952019,0.127364,0.167258,0.78899,-0.514427,0.242618,0.857534,0.227045,0.247576,0.0389122,0.872013,9.51793,1400190,-0.0271909
145,-79.736416,38.730528,12WV083BMSMT028,"PRSE2,ACRU,ACSA3,MAAC","ACRU,ACPE,FAGR",Hardwood,n,1,2,0,3,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,12,cnsil,st,md,200,52,--,summit,--,2,BgC,WV603,55,Dch,4,70.1255035,1099.089966,38.9399986,0.890654,0.120177,0.0758507,0.0583132,0.0351477,0.0515639,0.456432,32.6095009,0.410555,0.152076,0.801096,0.308282,-0.454681,-0.951295,0.450924,0.453677,0.0629278,0.887462,20.7726002,1443980,-0.0929891
